feature	X771297580338a662f0c1fb0000f33e3c	b9eadd7c15566af3bb15cee86f75e769	c49bc9c1c22dd48888d2e1e060306218	X1b91af1335f5b38083d553659b358c45	X0ed13e9a3209e5ef433060aacd9e16ad	f64933c998313b78c2179f488bfb0953	b1312478658160c25c92a75d5272c96d	X8878e25191e464f0a29c75e59a14a9c1	X92bb55d78fc8f3bad70bbc6b9034a795	fc3c9f86dc3321b88cc05450fa4d662a	X06a6e5bcf8c2b8dc026c93190ef43175	X3a7495f68945aa7071868ee6f0255243	X9132071c6a76ae971f847adc316f0af8	X265f63913fa0c782699945b493eeaeca	X1815597849cf47548b8456c4c080f334	X57f0e6566995476b5eae2b4237c930fd	d348b3e42b9cd325d1f0088462aedcf3	X07f847da0f14d338851bff36302b1d5d	X5aaba32e1583dee8243e66c42c2b5d8f	X6529f9e2b6de004f778a46eb4152553f	bfa34beed32ba71739902beda134f453	c5f3f2c2df993aa6d42e7a77918935df	X64c2b64c19934ba2360fe284744fd1ad	X130a8330de52a69354df4f227b62c052	X36e64f6a14c31701a814ed88d61c5cf7	f8975af07a433935c8615060ce6ae7d6	X087666690375b777048b392f8b3086a5	d3a7153014cbb497d7bd025e099be3fe	fe437dbf6f413de277ea1f26f2ee91d7	X43dc4561632b971be06fe9603e0864ad	X7a719f10db03cf19d136e08224ba0da9	dc0a91a3f930fef8628944f01c976b6a	X2fd96dc0d1649785e2b695005e5b6cbb	X81f53cd7f9d10322ad2f9e2e1f30a7cc	X18bbaffee20be0f8ffbf263c1b82da7d	X6da2b787d29350a11f29bcb992887a84	X7130d2759c244668bb8c5e95013d039a	f8f3495ffa8ad111c9a314f196b839e4	X42335451002e743fd705a300b373fb75	X5cf08d107f10bc4571dd491a9bcb59b3	X91ac12f2a71a81a4a145517e0667c7c4	X05b3c37966de355dc39930c4103ff589	X53b54658de0c46c18eda9f4c5a232b65	X8a303db3d6b466981499de25a5ec66d4	X01901d6f4c906a71e2488045523ca7c2	c91f61773a85a5101c797a8429bcb87e	X001f5b5d17a34cb4bb03f20e9b6dc5df	X7c9d107e91d815d347bc278420773c54	X824ecebeb43c725d47bbbcd1bd7d0348	da04216f075e5d1b2cddc09c16442df9	X8d7c014aca86872e7451df4c18536eab	a80bf7b1576855543aaeed1c9d8be02d	X05f8c43bb34deb40cbcc164e64410db6	f1767e229fc331132c66ba7f47cc3ea3	X4790469e65b73b73a8cee2300ea51fa7	X06a8b3896e4a86a7c3116e0f4243320c	a7e85c6aac48df33665b07f5620aeef2	ce8273b6d1fea2b1dca4e24ea7b6a20f	X0e21cc1bf0d4d2cf722112c5a4ae3134	X26b0599c6f3f889fc1441babff4f74cd	babe546a127e4bbe62e70c16fdffa445	X68a1c62a19d5dd68a1040859934424ab	X2cededbc6f5d2e4e6460d95dd642ab39	f929e8cafcf24c0b194d9e48dbc3b231	X4cc94dcec64fcf2693e3fd9bf39bf861	X04ed5d51a7dfe83b5376c26987e076cd	X06f459e94bb69e7b8f7bdffcea3e2dc2	X2dd19b4e6a7867a118b429880e0949d3	X6a506a10888b7f86ae1e463f5d186473	X000d78770aa3b46d4f84568a723d1c62	e3b9d440eb993245b3b1d99e260ecc19	f2ae9532a9ca729854cdf2c07064f994	X899577a10741d336f48d2be23f9b0be7	X5e22ac39af6385a9a5d7a57992e0d8ba	X110ad3992f825e7203f1923383607888	X86ec537716ccea996d29a025dbd0e0da	X932d0c1f666b3a433687e95af993451a	X7ef15f834ddeffade9a799c5697cc61a	X16d12481fde3cfa6a4db366d25411122	X68125101a0cb11e3324fde7378226ba1	X792add25fd6668fad2a952ef3b123c8b	X98eb701f5f4286f77b9e839055caf304	X25c1653a751b87e522eb1d73426f2d0b	fc89b71ba14dc877e9e8527e6ed60391	X7f6dec8c96033aba04deee885932a9a7	X80ab11a5d085a5bcce2d24702f32bef1	X3f9e29a1882407186ab82a472f22cf3c	X9f9df4b3b3d526b6b619dc40863ad440	X973fc25b140faf326d124b9e2b6c8abf	X4517bdd009f366580e3ea16dd9dce1a7	fbd1882d5055c77a88c20831b56943f3	X484cb0f953ccaafa5a0308ae49649e41	X73e5b567bf8428743df8b7f78c8ec1b0	df6598227bff6741eee326b1cfce64bc	b9abed8a2eca761efe3e1e92673141cf	X35fdc9ee28cfc2bbde8d1a15cbb278fe	X13fae76db728266d715f43da8b06cb88	X5585e9ecc7d66b7cd2bc1e2aa80c2470	X217e0615440425fc33232133073bbca1	X0603ad3948b90513ee2cc9eaea5fe011	e174d720ff388a11cfdb310730da02d6	X24e658af979937b9200c49292aa8d919	X3b482af565b56c1b175737c5a08f86fb	b3879d9217bbd709b5f87450728b376c	X699913be41bb8e0253dcbfa042984047	X8701bea1e2e80de700c6f7848103f86d	X900bca7fdfd6334ecb71c7d66951a14f	X15de8f3c7d606dc32447b7267f7c265e	X07b64b23fa88ace003944a6bd9ee7bb7	X027db393f177304c52d7ec941f8abcf2	X3362fd00f03d30b01ed4d6a0549440eb	X1a5a9a605e5854850568c0c6fbf6dc02	X9a5ad3e5c9abb12041ebce1cf20b2b3c	X2bb41e138153ad02a6fa5519b33bce6b	d4debe4c70fe5b905a42e3561015b680	ce7260fe3f31c7fa47ae17dc33d2b8f7	d00c0229d6c816a536d76703e1657694	X0a07b7b208f82e574548033057612667	f026bc3d92e943febaa74d620be5400d	dc64f4ef4d4f99019072896947b19e4a	X52587fe587b5a2f19c6d2c4bf275d9e3	X2f2ff15fe3d7d5b9f3eaf57c0085d696	cd97244e66c39dce8f4676f84c858217	f769025ae5e54c2b1c149e59018be56b	X2a65ea84af79ed5b12133b79a4316e73	d0d50837ea593505e44f737833bece1d	X6095f2881754dad1717ec230da3fdd17	X20ec2008e0cde12ae9db741e1fdbf894	X504687adb582701412c2398587d62e90	X91a87325405bbe801e6b80e84794a59c	b606c96aedd0a6e01aa38924a1e6ac97	X097138be3a15c87233cb01e6ee6a4da4	X99d3a570385395e7b7bbc7730e1e2241	cee9524606a8ab5eadbae08cbd21e830	X42f2c85e07acb225914a6f74539a7493	d00543d8297858e5fa92233bead584fb	X2440362c889061ed1e3336b6294559b9	X3a8cde26979f03989e6a8daa6b6afe3f	X4499b0901e611126af0d04752c158976	X6f6bb5719a47837bec3b21f081649fa1	X624bf43afb17a855a6d5c7b51078d497	X51aa2158188e220896f9ae6799b3799f	X70ac971d9d8650d6d1b756a39b8709c8	cfccfa9165148a389d5d226d7f97efff	X250ae434718610d409882ad11002f97d	X9b240322f8821ffba1a5f8bb330b0939	X45c8d14eb00ef2e9f7e2c5dd9f9e58bc	X7b73f487be48db4355bd16e9c7fcd104	d062c370afa965a780cca734ce7f438f	ad6578b29eaa8bbabaa2b32058cf16b9	X34b8adfd383e67b3a25385389ecc77de	feb2e37114daa6d2f4387811e83850ba	X14e5bc76eb89c574b800654364a9a6d2	X37bcb14fa58242d26a64d6e6f3c67665	d5cbbc9a01e17da0efbca098fa6736f9	X0d3b0b9d68763805793f9266323bf863
ERR12448583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00598802395209581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0359281437125748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448600	0.0809248554913295	0	0	0.00166583374979177	0	0.0311526479750779	0.00162255715006851	0.1953125	0	0	0	0.00715372907153729	0.000270759233505224	0.385643564356436	0	0	0	0.169045005488474	0.0989010989010989	0.0431216108866093	0	0.00194868463786944	0.000429737859905458	0	0	0	0	0	0	0.0429397192402973	0.0394052044609665	0.00927152317880795	0.0489130434782609	0	0.0219339871348729	0.00323624595469256	0.000760456273764259	0.0124908155767818	0	0	0.00119808306709265	0.0173351461590755	0.000930136420008268	0	0	0.011252446183953	0.0392738051130048	0	0	0	0	0	0	0	0	0	0	0.00959441779328391	0.106190758293839	0.061764705882353	0.0540690164236944	0.00203706237363372	0.00147004777655274	0.000752283718430951	0.000728155339805825	0.00361591000401768	0.000520872088697076	0	0.00200303686233968	0.0104166666666667	9.32478882568754e-05	8.15693951629349e-05	0	0.000227285641229615	0	0.000809095941745092	0.00951282790429519	0	0.0025706940874036	0.00187110187110187	0.00157915515199368	0.00429389312977099	0.00235513686455741	0	0	0	0	0	0	0	0.00163810483870968	0.000935035368729165	0	0	0	0.0184413608202601	0	0	0	0	0	0.116477272727273	0	0	0	0.0077808501061025	0.0056	0	0.107163214896447	0	0	0	0.0130671337559872	0	0.0377243518723687	0.000563189907636855	0	0	0.0104602822190103	0.00635862653666808	0.0331557134399053	0.0011767820893766	0	0.00909090909090909	0	0	0.0212765957446809	0.00218181818181818	0.010856883588281	0	0	0.0101990049751244	0.00135961930659415	0	0	0.0154641178070482	0.0043927860085673	0.0162719785700037	0	0	0	0	0.0363110440963781	0	0	0	0.018997197134849	0.0305676855895196	0.0221034196700157	0.053495241220873	0	0.009375	7.89001321577214e-05	0	0.00191395884988473	0
ERR12448615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26248374928071e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448621	0	0	0	0.000299850074962519	0	0.0996884735202492	0.182123025888801	0.0390625	0	0	0	0	9.84579030928089e-05	0.00297029702970297	0	0	0.0188415910676902	0	0	0	0	0.0791382483490311	0.0146110872367856	0.0062402496099844	0.00181735574738755	0	0	0.0231958762886598	0	0.0297274979355904	0	0.056953642384106	0	0.0862068965517241	0.0557840345882105	0	0	0	0	0	0	0.0210740992522094	0	0	0.0245398773006135	0	0	0	0	0	0	0	0	0	0	0	0	0.00183166157871784	0.0337677725118483	0	0	0	0	0	0	0	0	0	0	0	0.00104180399293888	0.000652555161303479	0	0.002954713335985	0	0	0.00345921014701643	0.00139567341242149	0	0.00145530145530146	0	0	0	0.000879971840901091	0	0	0	0.0123456790123457	0	0	0.000819052419354839	0	0	0	0	0.0480417376182022	0.0333333333333333	0	0	0	0	0	0	0	0	0.00237926821426275	0.0458666666666667	0	0.0611818354550637	0	0	0	0.00642506161548835	0	0	0.00140797476909214	0	0	0.00387417859963344	0	0.0402605091770278	0	0	0.0350649350649351	0	0.0714285714285714	0	0.0127272727272727	0.039279232564169	0.014533258803801	0	0.00447761194029851	0	0	0	0.030552641463004	0.00319227306212655	0.0585335271152147	0	0	0.00169129144461818	0	0.0469581807551466	0.00506585612968592	0.023407022106632	0	0.064528184366241	0.0390339541930309	0.0294773711862845	0	0.133466135458167	0.253802083333333	0.000216975363433734	0	0.0215755361259733	0
ERR12448622	0.0867052023121387	0	0	0	0	0.0654205607476635	0.00533641018244754	0	0	0	0.0131964809384164	0	0.0345587239855759	0.00148514851485149	0	0	0.00558269364968597	0.00548847420417124	0	0.0608745207750492	0	0	0.000859475719810915	0	0	0.244094488188976	0	0	0	0.0305532617671346	0.0252788104089219	0.0145695364238411	0	0.0689655172413793	0.0267847727512391	0.0501618122977346	0.00879194183176573	0	0	0	0	0.00475866757307954	0	0.0581818181818182	0	0.0384050880626223	0	0	0	0.159703703703704	0.0401459854014599	0	0	0.0288602641447905	0	0	0.020066889632107	0.000348887919755778	0.0173281990521327	0.0647058823529412	0.0697176600848865	0.0093917696599322	0.0154355016538037	0.0126813541106932	0	0	0	0	0	0	0.0285370692510265	0.0100534279538317	0	0.0133530314222399	0.00164105624347307	0.000511007963207427	0	0.00223307745987439	0.00110172603745869	0	0.00381629161731807	0.0133587786259542	0.00897618201208674	0.00175994368180218	0.00995285489785228	0.00493986254295533	0	0.0154320987654321	0	0	0.124747983870968	0.0076835515082527	0.00486111111111111	0	0	0.0193108945328068	0.1	0	0.00869565217391304	0	0	0	0	0.00336927223719677	0	0.0160761365828564	0.0272	0.00337078651685393	0.0108303249097473	0.0334821428571429	0	0.0149253731343284	0.0245841923333282	0.00985221674876847	0.0224628849988921	0.00343545843658482	0	0	0.0168228755345621	0	0.0367081113084665	0.0715189314818628	0	0.0818181818181818	0	0	0.0141843971631206	0.00290909090909091	0.00998185117967332	0.0139742873113471	0	0.00696517412935323	0.00453206435531385	0	0	0.0816723005789331	0.0150609806008022	0.0233678151092873	0	0	0	0	0.0472659014678278	0	0	0	0.0348800996574276	0.0408163265306122	0.0259993240544443	0.0118148999015425	0.206175298804781	0.0196354166666667	0.0013018521806024	0	0.00513288964287268	0
ERR12448632	0	0	0.00343034785871255	0.013160086623355	0	0.0186915887850467	0	0	0	0.0155038759689922	0.0576735092864125	0.0363774733637747	0.00386447269639275	0	0	0	0.00837404047452896	0	0	0	0.207182320441989	0.00357258850276064	0.00243518120613093	0.015600624024961	0	0	0	0.0154639175257732	0	0	0.020817843866171	0.0145695364238411	0	0	0.00347991142043657	0	0.000520312187312387	0	0	0	0	0	0	0	0	0.00978473581213307	0	0	0	0	0	0	0	0.00962008804826349	0	0	0	0.000436109899694723	0.00128357030015798	0	0	0.00162964989890698	0	0.00397635679742074	0	0.000200883889112093	0	0	0.000484605692501535	0	0.0215981401869459	0.150944165749011	0.170588235294118	0.0875617932837093	0.795102406172077	0.00132010390495252	0.013260305563563	0.00655966503838102	0.00605949320602277	0.0051975051975052	0.00223713646532438	0	0.000599893352292926	0.0279831045406547	0.00890518596123625	0.00515463917525773	0.0607866507747318	0	0	0.0232346241457859	0.00623739919354839	0.00154484104398732	0.0229166666666667	0	0.0351947442515251	0.0035143654215427	0	0	0	0.0189274447949527	0	0	0.00853889943074004	0	0.0101626016260163	0.0297730049514501	0	0	0.00285008550256508	0.00892857142857143	0	0	0	0	0.00501329492577	0.00749042577157017	0.00358649789029536	0.0127118644067797	0.00658610361937685	0	0	0.0031478920890824	0.0537848605577689	0	0.0444915254237288	0.00824175824175824	0	0	0.00158802177858439	0	0	0	0	0.0140056022408964	0	0	0.000982237865269706	0.00068393605197914	0	0	0.00153173564795609	0.0115163147792706	0.00141551527833338	0	0	0.0431654676258993	0	0	0.000645220757673518	0	0	0	0.00544410911888277	0	0.000478489712471182	0.0721977484092022
ERR12448738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448739	0	0	0	0.00413126769948359	0.0220082530949106	0.0155763239875389	0.00933871781928319	0.0546875	0	0	0.00586510263929619	0.0377473363774734	0.000566132942783651	0	0	0	0.00279134682484299	0.238748627881449	0	0.0253514316305737	0	0	0	0.0374414976599064	0	0	0	0	0	0.0330305532617671	0.0252788104089219	0.0503311258278146	0.03125	0	0.0249920911104081	0.137540453074434	0	0.017634092578986	0.00440407376823562	0	0	0	0.0198635799917321	0	0.0797546012269939	0.011252446183953	0.0429788810670619	0.119076549210207	0.110091743119266	0.00237037037037037	0	0	0	0	0	0	0.0568561872909699	0	0.000345576619273302	0	0.0326628529248939	0.0036667122725407	0.00110253583241455	0.00666308436324557	0.0104368932038835	0.00075331458417035	0	0.0247813411078717	0	0	0.000864954549693086	0.00108079448590889	0.0117647058823529	0.000113642820614808	0	0	0	0.00181437543614794	0	0	0.000394788787998421	0	0.00379932456452186	0.00211193241816262	0	0.000429553264604811	0	0.0354938271604938	0	0	0.00510332661290323	0.0521993658020977	0	0	0	0.00753595884207094	0	0	0	0	0.0597014925373134	0	0	0.0151617250673854	0.00609756097560976	0	0	0	0.0201406042181265	0.0267857142857143	0	0	0.14993102165455	0	0.0214380678041214	0.00416760531651273	0	0	0.0187450641474572	0.0568037303942348	0	0.0107969756700303	0.0438247011952191	0.0688311688311688	0.00847457627118644	0	0.0484633569739953	0	0.00175006481721545	0	0	0	0	0	0	0.0338552796881273	0.00971324111211154	0.00393263229888005	0	0	0.000702045505313208	0.0393474088291747	0.00760070160322491	0	0	0	0.00840859545312987	0	0.0186806771745476	0.00557925828683951	0	0.0309375	0.00167662780835158	0.0292993630573248	0.00239244856235591	0
ERR12448740	0	0	0.000321595111754301	0	0	0	0.141126415230403	0	0	0.0542635658914729	0	0.017503805175038	0.0187316160634069	0	0	0	0.0209351011863224	0	0	0	0.0165745856353591	0	0.0160435467698038	0.109204368174727	0.0676965015901863	0	0	0.105670103092784	0	0	0	0	0	0	0	0	0.00813821626309119	0	0	0	0	0.0108769544527532	0	0	0	0	0	0.0117456460105306	0	0	0.368613138686131	0.0256267409470752	0	0	0	0	0	0.0602703881378107	0.0126875987361769	0	0	0.000678007327343762	0	0	0.000485436893203883	0	0	0	0	0	0.0869038164109852	0.0376442758676944	0.605882352941176	0.0409114154213308	0	0.000170335987735809	0.0135485730758144	0.0166085136078158	0.0143224384869629	0	0	0	0	0.0418866596268919	0	0.00257731958762887	0.0065554231227652	0	0	0.0264236902050114	0.00365423387096774	0	0	0	0	0.0210499619579001	0	0.216931216931217	0	0	0	0.00284090909090909	0	0	0	0.000257218185325703	0.0525333333333333	0	0.00513015390461714	0.03125	0.0517241379310345	0	3.10015035729233e-05	0	0	0.010925884208155	0	0	0	0	0	0.00217704686534671	0.0577689243027888	0	0.0254237288135593	0	0	0	0.0254083484573503	0	0	0	0	0	0	0	0	0.000284973354991308	0	0.0626702997275204	0.00871174649775026	0.00959692898272553	0	0	0	0	0	0	0.00514947614219436	0	0	0	0.0078702881827327	0.0273885350318471	0.00274044108051677	0.0308370044052863
ERR12448759	0.0289017341040462	0	0	0.00209895052473763	0.0118132534994741	0	0.00205523905675344	0	0	0	0	0.0270928462709285	0.00233837519845421	0.00445544554455446	0	0	0	0.0137211855104281	0.0417582417582418	0.0229337201671675	0	0	0	0	0	0	0	0	0	0.0074318744838976	0.00594795539033457	0.0675496688741722	0.0421195652173913	0	0.00347991142043657	0.0145631067961165	0.0291374824894937	0.0345334313005143	0.00880814753647124	0	0.0503194888178914	0.00543847722637661	0.0140140553947912	0.02	0	0.00782778864970646	0.0307521304186736	0.00283515593357635	0	0.0195555555555556	0	0	0.00599334073251942	0.0500570683189304	0	0	0	0	0.00227093206951027	0.0235294117647059	0.00642184904964016	0.0751615208038795	0.0455714810731349	0.104245029554003	0.0439320388349515	0.00783447167537163	0	0.0291545189504373	0.0218718702549026	0.03875	0.000874600882961038	0.00591378114931278	0	0.00176146371952952	0	0	0.010954165465552	0.000837404047452896	0.00201983106867426	0.00218295218295218	0.00960652717462824	0.0152671755725191	0.0149306789904017	0.0077437521999296	0	0.0212628865979381	0	0	0	0	0.00119707661290323	0	0	0	0	0.0059780442737582	0.0166666666666667	0	0.00869565217391304	0	0	0.0426136363636364	0	0	0.0040650406504065	0.0115748183396566	0	0.0353932584269663	0.0144404332129964	0	0	0	0.018469145753569	0	0.00911256370485265	0.000168956972291057	0	0	0.0047533191280118	0	0.00651272942569568	0.00488364567091289	0	0.0207792207792208	0.0190677966101695	0	0.0425531914893617	0.00690909090909091	0.0013287529167747	0	0	0	0.0149558123725357	0	0.084297520661157	0.0103612179611713	0.00624812419852119	0.0106865008121741	0.0884210526315789	0.0435967302452316	0	0	0.0106163645875004	0	0	0.0251798561151079	0.0109000311429461	0.00873362445414847	0.0037484253541033	0.0108303249097473	0.00896414342629482	0.0046875	0.00254452926208651	0	0.000478489712471182	0
ERR12448762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448782	0.127167630057803	0	0	0.000199900049975012	0.0364107128408447	0.0498442367601246	0.175777024590755	0	0	0	0.00268817204301075	0.0579908675799087	0.00451675630438261	0	0	0	0.0139567341242149	0	0	0.0949815217766725	0	0	0.0133218736570692	0.113884555382215	0	0	0	0	0	0.102394715111478	0.0460966542750929	0.0423841059602649	0.0489130434782609	0	0.0708636507434356	0.13915857605178	0.0091254752851711	0.0389419544452608	0.0198183319570603	0	0.00359424920127796	0	0.00214964861513022	0.0109090909090909	0.116564417177914	0.11986301369863	0	0.0113406237343054	0	0.024	0	0	0	0	0.0154652601419548	0	0.0301003344481605	0.354034016572176	0.0802231437598736	0.0323529411764706	0.0581288060527773	0.000431735607546252	0	0	0	0	0	0	0.000355377507834459	0.01	0.00139871832385313	0.00210041192544557	0	0.00255696346383317	0	0.000212919984669761	0.0559238973767656	0	0.0012853470437018	0.00841995841995842	0.00684300565863929	0.00763358778625954	0	0	0	0.013745704467354	0	0.0354938271604938	0	0.0378132118451025	0.0325100806451613	0.00199203187250996	0	0	0	0.0529690953226332	0.2	0	0.0173913043478261	0.473186119873817	0.0447761194029851	0	0	0.00505390835579515	0.0142276422764228	0.0650762008874027	0	0	0.0108303249097473	0	0	0.0348258706467662	0.00825415032629082	0	0.0653113228451141	0.00901103852218968	0.00358649789029536	0.0508474576271186	0.0375199296687577	0	0.118413262285376	0.110588096849166	0	0	0	0	0	0.00145454545454545	0.00800492610837438	0	0.0493901520855293	0.00248756218905473	0.00317244504871969	0	0	0.00405382652730828	0.00193719134539303	0.0122823516001254	0	0.0299727520435967	0.0084245460637585	0.00863723608445298	0.0568975597747484	0	0.0130039011703511	0.0935251798561151	0.0057925879788228	0.0189822653952411	0.0328509540049774	0.153921890383984	0.0249003984063745	0.020625	0.00183442807266702	0.360509554140127	0.00356692331114881	0.0658345570239843
ERR12448783	0	0	0.0830787372031945	0.059103781442612	0	0	0.081416312107882	0.1171875	0	0	0.022238514173998	0	0.0198269602353144	0	0	0	0.0111653872993719	0	0	0	0.558011049723757	0	0.0067325598051855	0.0483619344773791	0.00954111767378464	0.0511811023622047	0	0.0231958762886598	0	0	0	0.0132450331125828	0	0	0.0555731308657598	0	9.33893669535054e-05	0	0	0	0	0	0	0	0	0.0273972602739726	0	0.0461725394896719	0	0.00207407407407407	0	0	0	0.0335887819990217	0	0	0	0.000784997819450502	0.112114928909953	0	0.00033216460601587	9.12117480731518e-05	0	0	0	0	0	0	0	0	0.0218392985186448	0.0238998327827399	0	0.000284107051537019	0.00072462223737772	0	0.0322859613721534	0.0314026517794836	0.0172603745868527	0	0	0	0	0.020943329813446	0	0.00300687285223368	0	0	0.0204081632653061	0	0.0286668346774194	8.13074233677535e-05	0	0	0	0.0250353248070722	0	0	0	0	0	0	0	0	0	0	0.00186666666666667	0	0.00285008550256508	0	0	0	0.00847891122719452	0	0.00193884334145801	0.0609371480063077	0.180590717299578	0	0.00679471323628019	0	0	0.00523668029772587	0	0	0	0.0769230769230769	0	0	0.0212600466683951	0.0173281162660704	0	0	0.002945841830954	0	0	0.00729170714017433	0.0101770756596	0.0139066997235758	0	0	0.0179340715448192	0.0316698656429942	0.0314490568360156	0	0	0	0	0.0560556100169325	0.0269272129535748	0	0	0.0908854166666667	0.013294672268576	0.0414012738853503	0.0232285005872374	0.06069505628977
ERR12448790	0	0	0	0	0.00517841249292014	0	0	0	0	0	0.0156402737047898	0.0235920852359209	0.00574748009304272	0	0	0	0	0	0	0	0.0138121546961326	0.0195951066363538	0.000859475719810915	0.0046801872074883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00545454545454545	0.0858895705521472	0.00807240704500978	0	0	0	0	0	0.00148560817084494	0	0	0	0	0	0	0	0	0.0153902934120686	0	0	0	0	0	0	0	6.46140923335379e-05	0	0.00101286499313503	0.000305885231861006	0	0.00431842718336269	0.0600583960273651	0.012477111101648	0.0074949553185356	0	0.0154241645244216	0.037006237006237	0.0142123963679432	0	0.000422147173835763	0.013727560718057	0.0036668412781561	0.00945017182130584	0.134088200238379	0.0185185185185185	0	0.0186788154897494	0.00705645161290323	0.0273192942515652	0	0.018970189701897	0.0314406381980291	0.00746349769935872	0	0	0	0.0662460567823344	0	0	0.00189753320683112	0	0.0955284552845529	0.0398688187254839	0.0664	0	0.00038001140034201	0	0	0	0.00156557593043263	0.0114942528735632	0.0155107467316641	0	0.0122362869198312	0	0.00748014483467688	0	0	0	0.0458167330677291	0	0	0	0	0	0.0136440238527353	0.00782560089435439	0	0	0.00226603217765692	0	0	0.00527126963774592	0.00163706310878284	0.00239377618192699	0	0	0	0.0177543186180422	0.0016309197772102	0.0121580547112462	0	0	0.00766116474618499	0.000712948935032528	0.00245183887915937	0	0	0.0101041666666667	0.00215002860129791	0.00382165605095541	0.000608986906781504	0
