feature	X771297580338a662f0c1fb0000f33e3c	b9eadd7c15566af3bb15cee86f75e769	c49bc9c1c22dd48888d2e1e060306218	X1b91af1335f5b38083d553659b358c45	X0ed13e9a3209e5ef433060aacd9e16ad	f64933c998313b78c2179f488bfb0953	b1312478658160c25c92a75d5272c96d	X8878e25191e464f0a29c75e59a14a9c1	X06a6e5bcf8c2b8dc026c93190ef43175	X3a7495f68945aa7071868ee6f0255243	X9132071c6a76ae971f847adc316f0af8	X265f63913fa0c782699945b493eeaeca	X57f0e6566995476b5eae2b4237c930fd	d348b3e42b9cd325d1f0088462aedcf3	X07f847da0f14d338851bff36302b1d5d	X5aaba32e1583dee8243e66c42c2b5d8f	X6529f9e2b6de004f778a46eb4152553f	c5f3f2c2df993aa6d42e7a77918935df	X64c2b64c19934ba2360fe284744fd1ad	X130a8330de52a69354df4f227b62c052	X36e64f6a14c31701a814ed88d61c5cf7	f8975af07a433935c8615060ce6ae7d6	X087666690375b777048b392f8b3086a5	d3a7153014cbb497d7bd025e099be3fe	X43dc4561632b971be06fe9603e0864ad	X7a719f10db03cf19d136e08224ba0da9	dc0a91a3f930fef8628944f01c976b6a	X2fd96dc0d1649785e2b695005e5b6cbb	X81f53cd7f9d10322ad2f9e2e1f30a7cc	X18bbaffee20be0f8ffbf263c1b82da7d	X6da2b787d29350a11f29bcb992887a84	X7130d2759c244668bb8c5e95013d039a	f8f3495ffa8ad111c9a314f196b839e4	X42335451002e743fd705a300b373fb75	X5cf08d107f10bc4571dd491a9bcb59b3	X91ac12f2a71a81a4a145517e0667c7c4	X05b3c37966de355dc39930c4103ff589	X53b54658de0c46c18eda9f4c5a232b65	X8a303db3d6b466981499de25a5ec66d4	X01901d6f4c906a71e2488045523ca7c2	c91f61773a85a5101c797a8429bcb87e	X001f5b5d17a34cb4bb03f20e9b6dc5df	X7c9d107e91d815d347bc278420773c54	da04216f075e5d1b2cddc09c16442df9	X8d7c014aca86872e7451df4c18536eab	a80bf7b1576855543aaeed1c9d8be02d	X05f8c43bb34deb40cbcc164e64410db6	f1767e229fc331132c66ba7f47cc3ea3	X4790469e65b73b73a8cee2300ea51fa7	X06a8b3896e4a86a7c3116e0f4243320c	a7e85c6aac48df33665b07f5620aeef2	ce8273b6d1fea2b1dca4e24ea7b6a20f	X0e21cc1bf0d4d2cf722112c5a4ae3134	X26b0599c6f3f889fc1441babff4f74cd	babe546a127e4bbe62e70c16fdffa445	X68a1c62a19d5dd68a1040859934424ab	X2cededbc6f5d2e4e6460d95dd642ab39	f929e8cafcf24c0b194d9e48dbc3b231	X4cc94dcec64fcf2693e3fd9bf39bf861	X04ed5d51a7dfe83b5376c26987e076cd	X06f459e94bb69e7b8f7bdffcea3e2dc2	X2dd19b4e6a7867a118b429880e0949d3	X6a506a10888b7f86ae1e463f5d186473	X000d78770aa3b46d4f84568a723d1c62	e3b9d440eb993245b3b1d99e260ecc19	f2ae9532a9ca729854cdf2c07064f994	X5e22ac39af6385a9a5d7a57992e0d8ba	X86ec537716ccea996d29a025dbd0e0da	X932d0c1f666b3a433687e95af993451a	X7ef15f834ddeffade9a799c5697cc61a	X16d12481fde3cfa6a4db366d25411122	X68125101a0cb11e3324fde7378226ba1	X792add25fd6668fad2a952ef3b123c8b	X98eb701f5f4286f77b9e839055caf304	X25c1653a751b87e522eb1d73426f2d0b	fc89b71ba14dc877e9e8527e6ed60391	X7f6dec8c96033aba04deee885932a9a7	X80ab11a5d085a5bcce2d24702f32bef1	X3f9e29a1882407186ab82a472f22cf3c	X9f9df4b3b3d526b6b619dc40863ad440	X973fc25b140faf326d124b9e2b6c8abf	X4517bdd009f366580e3ea16dd9dce1a7	fbd1882d5055c77a88c20831b56943f3	X484cb0f953ccaafa5a0308ae49649e41	X73e5b567bf8428743df8b7f78c8ec1b0	df6598227bff6741eee326b1cfce64bc	b9abed8a2eca761efe3e1e92673141cf	X35fdc9ee28cfc2bbde8d1a15cbb278fe	X13fae76db728266d715f43da8b06cb88	X217e0615440425fc33232133073bbca1	e174d720ff388a11cfdb310730da02d6	X24e658af979937b9200c49292aa8d919	X3b482af565b56c1b175737c5a08f86fb	b3879d9217bbd709b5f87450728b376c	X699913be41bb8e0253dcbfa042984047	X8701bea1e2e80de700c6f7848103f86d	X900bca7fdfd6334ecb71c7d66951a14f	X15de8f3c7d606dc32447b7267f7c265e	X07b64b23fa88ace003944a6bd9ee7bb7	X027db393f177304c52d7ec941f8abcf2	X1a5a9a605e5854850568c0c6fbf6dc02	X9a5ad3e5c9abb12041ebce1cf20b2b3c	X2bb41e138153ad02a6fa5519b33bce6b	d4debe4c70fe5b905a42e3561015b680	ce7260fe3f31c7fa47ae17dc33d2b8f7	d00c0229d6c816a536d76703e1657694	X0a07b7b208f82e574548033057612667	f026bc3d92e943febaa74d620be5400d	dc64f4ef4d4f99019072896947b19e4a	X52587fe587b5a2f19c6d2c4bf275d9e3	X2f2ff15fe3d7d5b9f3eaf57c0085d696	cd97244e66c39dce8f4676f84c858217	f769025ae5e54c2b1c149e59018be56b	X2a65ea84af79ed5b12133b79a4316e73	d0d50837ea593505e44f737833bece1d	X6095f2881754dad1717ec230da3fdd17	X20ec2008e0cde12ae9db741e1fdbf894	X504687adb582701412c2398587d62e90	X91a87325405bbe801e6b80e84794a59c	b606c96aedd0a6e01aa38924a1e6ac97	X097138be3a15c87233cb01e6ee6a4da4	X99d3a570385395e7b7bbc7730e1e2241	cee9524606a8ab5eadbae08cbd21e830	X42f2c85e07acb225914a6f74539a7493	d00543d8297858e5fa92233bead584fb	X2440362c889061ed1e3336b6294559b9	X3a8cde26979f03989e6a8daa6b6afe3f	X4499b0901e611126af0d04752c158976	X6f6bb5719a47837bec3b21f081649fa1	X624bf43afb17a855a6d5c7b51078d497	X51aa2158188e220896f9ae6799b3799f	X70ac971d9d8650d6d1b756a39b8709c8	cfccfa9165148a389d5d226d7f97efff	X250ae434718610d409882ad11002f97d	X9b240322f8821ffba1a5f8bb330b0939	X45c8d14eb00ef2e9f7e2c5dd9f9e58bc	X7b73f487be48db4355bd16e9c7fcd104	d062c370afa965a780cca734ce7f438f	ad6578b29eaa8bbabaa2b32058cf16b9	X34b8adfd383e67b3a25385389ecc77de	feb2e37114daa6d2f4387811e83850ba	X14e5bc76eb89c574b800654364a9a6d2	X37bcb14fa58242d26a64d6e6f3c67665	d5cbbc9a01e17da0efbca098fa6736f9	X0d3b0b9d68763805793f9266323bf863
ERR12448583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0774597599647397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190700973108249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448600	0.288456612333936	0	0	0.040825966898272	0	0.177430630622149	0.0402918785138561	0.457762119146977	0	0.0846808896368804	0.0164555058837101	0.670020512050854	0	0	0.423716177867306	0.31991455391385	0.209179582790285	0.0441582579554485	0.0207316046708283	0	0	0	0	0	0.20873141054897	0.199834821162629	0.0964381637639702	0.223006772941739	0	0.148648096498459	0.056918741103799	0.0275798679577106	0.11199630201807	0	0	0.0346202518872556	0.132046400217796	0.0305028678609112	0	0	0.106277500768021	0.199496862212889	0	0	0	0	0	0	0	0	0	0.0981084097558029	0.33193100431031	0.251157243428484	0.234675562409489	0.0451491648435723	0.0383506021944776	0.027431231065201	0.0269876294847576	0.0601687352106361	0.0228246040434303	0	0.0447702543934028	0.102240099484267	0.00965664469630017	0.00903170045533143	0.0150765666816033	0.0284484489566213	0.097689029674061	0	0.0507237610519163	0.0432697358957709	0.0397490515164408	0.0655747899926886	0.0485488216160148	0	0	0	0	0	0	0	0.0404845659909247	0.0305831153502869	0	0	0	0.136219860627858	0	0	0	0.348286477522396	0	0	0	0.0883239198352512	0.0749031686031992	0	0.333506080828936	0	0	0.114561993876346	0	0.195469971027574	0.023733850657438	0	0	0.102454670817411	0.0798257465162809	0.183108624411756	0.0343109892697563	0	0.0954913171603535	0	0	0.146387259294249	0.046726938779496	0.104385838766591	0	0	0.101162582306403	0.0368813766286108	0	0	0.124677563460637	0.0663267164146715	0.127910170503974	0	0	0	0	0.191727036728817	0	0	0	0.138270491772897	0.175739370664569	0.149225403015324	0.233403821320604	0	0.0969765138996684	0.00888269144583986	0	0.0437627830166755	0
ERR12448615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448621	0	0	0	0.0173170450648699	0	0.321230983565118	0.440905722693671	0.198952246513345	0	0	0.00992275841598794	0.0545274480018886	0	0.137699418966754	0	0	0	0.285164395681848	0.121172638496645	0.0790776404707251	0.0426433786539113	0	0	0.152896953029907	0.17328252714602	0	0.240975056447032	0	0.298001219593757	0.238439371981457	0	0	0	0	0	0	0.145683991044839	0	0	0.157299974205914	0	0	0	0	0	0	0	0	0	0	0	0.0428109915854729	0.18481032826164	0	0	0	0	0	0	0	0	0	0	0	0.0322825956093751	0.0255479383409042	0.0543840789285085	0	0.0588490121740132	0.0373674082268724	0	0.0381576725076463	0	0	0	0.0296686716743808	0	0	0	0.111341014340964	0	0	0.0286230000648035	0	0	0	0	0.220978316376041	0.183604010278919	0	0	0	0	0	0	0.0487971063158839	0.215836961787875	0	0.249943919633718	0	0	0.0802425662376349	0	0	0.03753180069485	0	0	0.0622831602407784	0	0.202021589709314	0	0	0.188368327705857	0	0.270549762978573	0	0.113055901003853	0.199510832335959	0.120847899754926	0	0.0669649979369054	0	0	0	0.175695668925794	0.0565303080342542	0.244361694370633	0	0	0.0411369152287746	0	0.21843119619191	0.0712350589007074	0.153596765775493	0	0.256838451968773	0.198878564602583	0.172544635608912	0	0.373987468496565	0.527978026997843	0.0147306163489313	0	0.147419519422823	0
ERR12448622	0.298887770997925	0	0	0	0	0.258648698488251	0.0731158650108002	0	0.115130109136974	0	0.186987514169547	0.0385471700621357	0	0.0747871213244407	0.0741521733792297	0	0.249302027343841	0	0.0293210174717882	0	0	0.516752402377421	0	0	0.175697471055497	0.159670710439572	0.120999374256741	0	0.265729118969425	0.164400092009608	0.225884344703157	0.0939032982242011	0	0	0	0	0.0690379250473374	0	0.243611520539026	0	0.197248737073963	0	0	0.411112587254538	0.20173008500753	0	0	0.170711033104101	0	0	0.142135750810603	0.0186796279825764	0.13201978375904	0.257199848827965	0.267209521474022	0.0970634823507356	0.124561552023876	0.112850898221265	0	0	0	0	0	0	0.169743137915152	0.100435552686525	0.1158140442382	0.0226074109526915	0	0.0472730542065984	0.0331983565173374	0	0.0618155014260691	0.11583907705244	0.0948850283961191	0.0419639978942183	0.0999302310417321	0.0703421503928585	0	0.124547749490387	0	0	0.360985946545813	0.0877685110908518	0.0697782802661052	0	0	0.139414828538696	0.321750554396642	0.09338615803264	0	0	0	0.0580780771898244	0	0.127133907028206	0.165681183789839	0.058091141674393	0.10425761833447	0.184018063151031	0.12247540791372	0.157443123471189	0.0994220460294533	0.150443089900324	0.0586463961869089	0	0	0.1300694721463	0	0.192785579698757	0.270725141385974	0	0.29009032443373	0	0	0.119381635510274	0.0539621740727519	0.100076178908663	0.118489959158138	0	0.0835548064969256	0.0673715629047306	0	0	0.289824094640035	0.123033348885155	0.153467053426789	0	0	0	0	0.21915736972417	0	0	0	0.187865264845221	0.203430740271083	0.161950064079499	0.108911551130892	0.471322852774729	0.140589104409749	0.0360890220549216	0	0.0717056200687888	0
ERR12448632	0	0	0.0586027088072245	0.114970537801182	0	0.137146718434314	0	0	0.242523558886161	0.191904517230303	0.0622049920160134	0	0	0.0916379849565034	0	0	0	0.0598067813100357	0.0493676055721544	0.125229518724205	0	0	0	0.124676751876805	0	0.144789262226428	0.120999374256741	0	0	0.059025041494814	0	0.0228123311819189	0	0	0	0	0	0	0	0	0.0990798521114049	0	0	0	0	0	0	0.0982399918958405	0	0	0	0.0208847626686561	0.0358346181877591	0	0	0.0403798950228894	0	0.0631002256288575	0	0.0141738259478193	0	0	0.0220155398215087	0	0.147497287404575	0.399019804221376	0.30040638894314	0.0363412328591043	0.115409425719301	0.0810805679463308	0.0779215763895833	0.0721563228621842	0.047316030248881	0	0.024495169891878	0.16807167996549	0.0945079168319395	0.0718576396292322	0.249118213723039	0	0	0.153025609494058	0.0790595401643163	0.039314592855027	0.15196676010504	0	0.188720863397256	0.0593168616577145	0	0	0	0	0.092538181273623	0	0.100981263622636	0.173416452037497	0	0	0.0534115838404837	0.0946322980143836	0	0	0	0.0708639196407469	0.0866556576676584	0.0599232322758183	0.112987151610175	0.0812441600606231	0	0	0.0561355566521806	0.234046546293228	0	0.21252641454318	0.0909092981563468	0	0	0.0398605456014768	0	0	0	0	0.118623272261595	0	0	0.0313458072303573	0.0261551530624571	0	0	0.0391473927464543	0.107521146005277	0.0376322159527579	0	0	0.209287508540355	0	0	0.0254039283456039	0	0	0	0.0738513191908906	0	0.0218761525278392	0.272039391733328
ERR12448738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448739	0	0	0	0.0643192769877872	0.148901409813232	0.125131437284333	0.096788088289469	0.236039292738642	0.0766590185117718	0.195530279867871	0.0237957939677586	0	0	0.052857808354126	0.510506355275577	0	0.159901869833099	0	0	0.194726341787817	0	0	0	0	0.18275877987202	0.159670710439572	0.226271873147951	0.177710600845112	0	0.158754883975813	0.379939696766067	0	0.133186832527433	0.0664120040796429	0	0	0	0.141409023614076	0	0.286303959088702	0.106277500768021	0.208827979864845	0.352318373624748	0.0487057042543497	0	0	0	0	0	0	0.240764716406194	0	0.018590762070046	0	0.181727272952644	0.0605904501578381	0.0332105595546547	0.0817186397179728	0.10233966123442	0.0274500240648381	0	0.158078447190481	0	0	0.0294143510369289	0.0328813637604739	0.0106605405947652	0	0	0.0426083773292939	0	0	0.0198706001839174	0	0.0616777590432982	0.0459719571903431	0	0.020727150890438	0	0.189530736125216	0	0	0.0714984729449076	0.230507680182089	0	0	0	0.0869193046556312	0	0	0.246837857925519	0	0	0.123446250484006	0.0781664560709656	0	0	0	0.142398351016638	0.164403007785151	0	0.3976028169417	0	0.146945707092536	0.0646019184278594	0	0	0.137344003175983	0.240651427093796	0	0.104096393903656	0.210903535702719	0.265463903014559	0.0921879848259569	0	0.221962034254304	0	0.0418459876227971	0	0	0	0	0	0	0.185052403545896	0.0987160274345824	0.0627518791571947	0	0	0.0264992425580819	0.199686237550468	0.0872928229398112	0	0	0	0.0918273917763995	0	0.137106428628114	0.0747640643225268	0	0.17681039062526	0.0409580965632262	0.172017648667369	0.0489321871296313	0
ERR12448740	0	0	0.0179340344635685	0	0	0	0.385117419912028	0	0	0.132690983754499	0.137294415648721	0	0	0.145199337032954	0	0	0	0	0.127004279584708	0.336791806911502	0.263214328987647	0	0	0.331085093653436	0	0	0	0	0	0	0	0.090334873907889	0	0	0	0	0.104482634351814	0	0	0	0	0	0.108590621207394	0	0.652450247945898	0.160775287519516	0	0	0	0	0	0.248035733868357	0.112878798731727	0	0	0.0260415171234117	0	0	0.0220344154269136	0	0	0	0	0	0.299240488591772	0.195259722302156	0.203670894356747	0.0130516535375442	0.116662792040466	0.129233449394947	0.119963924036807	0	0	0	0	0.206118698465656	0	0.0507891408504755	0.0810542900819172	0	0	0.163278179808592	0.0604871367157323	0	0	0	0	0.145599942364041	0	0	0	0.053325448233775	0	0	0	0.0160387107363161	0.23125727814312	0	0.0716864758068296	0.177710600845112	0	0.00556792815530411	0	0	0.104718237998654	0	0	0	0	0	0.0466757811569696	0.242728122941248	0	0.160131677684915	0	0	0	0.160082815504595	0	0	0	0	0	0	0	0	0.0168819557233157	0	0.253031801409444	0.093472792179555	0.0981212894481367	0	0	0	0	0	0	0.0718215812490211	0	0	0	0.088831427069314	0.166259727583918	0.0523731618759279	0.176519961357818
ERR12448759	0.170834844696124	0	0	0.0458303469547611	0.108903932328964	0	0.0453502878124564	0	0	0.165351500105842	0.0483756151503468	0.066798789746725	0	0	0.117407009296748	0.205797947588922	0.152023732324446	0	0	0	0	0	0	0	0.0863154605420603	0.0771996481067883	0.262921947648335	0.206699232302469	0	0.059025041494814	0.120972541382988	0.171537057278821	0.186918267355046	0.0939900572957149	0	0.226245257885112	0.073813040409726	0.118659233619107	0.141897054604164	0	0.0885906265317213	0.176274320993121	0.0532713746971844	0.14030101658577	0	0	0.0774942096585578	0.22564429422966	0	0	0	0	0.0476723525615582	0.154000998855596	0.0802224597122557	0.277711982485563	0.215130353255149	0.328760318623012	0.211165559242774	0.0886285351646978	0	0.171587696024914	0.148435900264552	0.198144214967109	0.0295779643912564	0.076977111276351	0.0419821264794236	0	0.104854178335329	0.0289419747152424	0.0449576738875269	0.046739089225268	0.0981705024445291	0.123876995585539	0.122497285041188	0.0881125628500846	0	0.146339751176431	0	0	0	0	0.0346057015856848	0	0	0	0	0.0773950562898568	0.129460771003111	0.09338615803264	0	0.207925682277114	0	0	0.0638009467698714	0.107794966969647	0	0.189258778836454	0.120459463155219	0	0	0.136323080742459	0	0.0956053274019204	0.0129987110374358	0	0	0.0689990552607422	0	0.0807893389629724	0.0699400918011081	0	0.144653941394305	0.138528834636005	0	0.20777600399223	0.0832169552991968	0.0364601407335061	0	0	0	0.122600863127252	0	0.294582492933119	0.101966670932133	0.0791276232162491	0.103560544495253	0.301923005738092	0.210346014653893	0	0	0.103218931569463	0	0	0.159355209439034	0.104593817015155	0.0935904319454356	0.0612626991254303	0.10425761833447	0.0948211870589213	0.0685189213623385	0.0504647441832036	0	0.0218761525278392	0
ERR12448762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12448782	0.364632207586489	0	0	0.0141390725086648	0.191993265321402	0.225155796439294	0.432627542356751	0	0.0518708420860417	0.243203343460279	0.0672575133070596	0	0	0.118415167778546	0	0	0.31329059475934	0	0.115678239284305	0.344225654403842	0	0	0	0	0.325720771250925	0.21638600191198	0.207356760884375	0.223006772941739	0	0.269450987361154	0.382283001913948	0.0956732422313482	0.198640920481674	0.141246790231978	0	0.0599880295077359	0	0.0463809304914561	0.104637434820295	0.348422280653	0.35353078080723	0	0.106694680500447	0.155545800895981	0	0	0	0	0.12468219235435	0	0.174376858228548	0.637275075958397	0.287167550152763	0.180853515084617	0.243498264617051	0.0207797438322738	0	0	0	0	0	0	0.0188525757799728	0.10016742116156	0.0374081668680049	0.0458463101219118	0.0505880005020405	0.014592295844931	0.238743898890601	0	0.0358594217355378	0.0918895914684317	0.0828170983891591	0.0874819475285183	0	0	0	0.117512347313807	0	0.189530736125216	0	0.195703032262258	0.181297053404993	0.044647015688961	0	0	0	0.232231980428761	0.463647609000806	0.132261367086554	0.21321550982543	0	0	0.0711508634941095	0.11956435205787	0.257951510482434	0	0	0.10425761833447	0	0.187717427215365	0.0909778059099492	0	0.258427721611721	0.0950696356875529	0.0599232322758183	0.227449869328151	0.194932810740536	0	0.351293162004858	0.339003939892566	0	0	0	0	0	0.0381477553246331	0.0895900518182725	0	0.224110251842041	0.0498961680410202	0.0563542858980463	0	0	0.06371276354132	0.0440277587759727	0.111053901370878	0	0.174003127879952	0.0919146919579129	0.0930710403864096	0.240854032464922	0	0.114283255759383	0.310798384736752	0.0761827234589549	0.138215792162348	0.182255648233607	0.403162019947223	0.158460924072504	0.144112378474518	0.0428433294712763	0.644031812308757	0.0597592869619412	0.259484616765617
ERR12448783	0	0	0.292381869682867	0.245573535321093	0	0	0.289356397611251	0.349391992483869	0.149684161807858	0	0.141277740256917	0	0	0.105864025227874	0	0	0	0	0.0821445275957616	0.221725768585827	0.0978346428730396	0.228208061196671	0	0.152896953029907	0	0	0.115342649150341	0	0	0.237979485724614	0	0.00966396783363858	0	0	0	0	0	0	0	0	0.166286455173105	0	0.216566873475509	0.0455577610305746	0	0	0	0.184314233562711	0	0	0	0.028021479487761	0.341430832673635	0	0.0182263926849986	0.0095506293720568	0	0	0	0	0	0	0	0	0.148324514871431	0.155218228124978	0.0168562736457433	0	0.180664143008355	0.178148756793469	0.131759651914713	0	0	0	0	0.145228072109492	0	0.0548624776701811	0	0	0.143347568905365	0	0.170132391684601	0.0090171850982267	0	0	0	0.158893305658069	0	0	0	0	0	0	0	0	0.043218390829101	0	0.0534115838404837	0	0	0.0922116270714463	0	0.044046539893764	0.249432960371449	0.438917327084421	0	0.0825236852412417	0	0	0.0724282186296765	0	0	0	0.281034901502814	0	0	0.146329907720143	0.132019466549106	0	0	0.0543022931895927	0	0	0.0854956103303668	0.101053394669424	0.118201724214637	0	0	0.134321700691855	0.178913266805402	0.17828174874439	0	0	0	0	0.239030352896097	0.164840640582493	0	0	0.306236191266347	0.115559550538607	0.204903857784705	0.153005284105252	0.248926476604104
ERR12448790	0	0	0	0	0.0720234400340359	0	0	0	0.125389394155539	0.154207601888058	0.0758849467739076	0	0	0	0	0	0	0.140443763504166	0.0293210174717882	0.0684653698711075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0739222007380989	0.297435445291408	0.0899678959467876	0	0	0	0	0.0385531377647736	0	0	0	0	0	0	0	0	0.124378059438591	0	0	0	0	0	0	0	0.00803837570917204	0	0.0318309148964953	0.0174904667045155	0.0657621305267562	0.111934587959702	0.0866819203464069	0	0.124515561414466	0.193576738965699	0.119499967274645	0	0.0205476662898513	0.117434407301214	0.0605915173289907	0.0973657607058593	0.374901161029752	0.136506311162305	0	0.13709955342887	0.0841017966462251	0.166047478962665	0	0.138171539706227	0.178257628877015	0.0864993635742962	0	0	0	0	0.0435744722711169	0	0.314222127220615	0.201022941538705	0.260622391050728	0	0.0194951159607158	0	0	0.0395776909714639	0.107417708691539	0.124866373543755	0	0.110844594440887	0	0.086596018706908	0	0	0	0.215717584332946	0	0	0	0	0	0.11707490136718	0.0885782132734158	0	0	0.047620855548957	0	0	0.0726674470432174	0.0404716841109255	0.0489457728411654	0	0	0	0.133642796233758	0.0403956332088128	0.110488232378744	0	0	0.0876402279971164	0.0267042774017224	0.049536303269151	0	0	0.100689535963763	0.0463850325532419	0.0618589876235629	0.0246801654903872	0
ERR4250313	0	0	0.0562644741897015	0.105366794214584	0.182254526880652	0	0	0	0	0.0781068246484447	0.0144650488118092	0	0	0.0591037159044345	0	0.124354994546761	0.0409397709488029	0	0.0359133399289616	0	0	0	0	0	0.0761020285792693	0.0668402257457106	0	0	0	0.059025041494814	0	0.0801096680677094	0.10159734179909	0.23804124395528	0	0	0	0.0843002062797343	0	0	0.0542060649783301	0.0509489788625389	0	0.0487057042543497	0	0.052802514473778	0	0.224895405424082	0	0	0	0	0	0	0.0403087539869604	0.169962266607936	0	0	0	0.0614110044504992	0.0722342694671671	0	0.128335081751969	0.0764507118794415	0.0695513667445352	0.098578920084793	0.0703678206516673	0	0.100615498091699	0.0757179581166907	0.110309845155967	0.0510000676057566	0.0843984298225083	0	0.0954721621418645	0.107985569809177	0	0.0528649098830895	0	0	0	0.0640768603590347	0.0355050738470499	0	0	0	0	0.0240790612256481	0	0	0	0.0653255731279622	0	0	0.0902895900898906	0.0196437498736354	0	0	0.0389976461584523	0	0.17364501158219	0.0789715501584407	0	0.0446717577464915	0.0198566047645877	0.104932442802349	0.185171316045857	0.0281059493521794	0	0	0	0	0.0624593812947824	0	0	0	0	0	0	0.0506166249083747	0.0352745956840097	0.0852578336662013	0	0	0.0071977068886016	0.0261201986264846	0.0244655566465109	0	0.174003127879952	0	0.0438248225224891	0.0271792492683511	0	0	0	0.0249597332352587	0.0422307032353972	0.0198325233070735	0.0512624067213977	0	0.0239379638081261	0.0346945227725292	0	0.0590251583365166	0
ERR4250322	0	0	0	0.0608499688650235	0.0877865726467621	0	0	0	0.0494548892704528	0.0809890714466033	0	0	0	0	0	0	0.0199310826078725	0	0	0	0.0369274495831872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00787466674970322	0	0	0	0	0	0	0	0.0510104934266002	0.0869840973905335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0620532947988372	0.0444900376261216	0	0	0	0.0541643985454017	0.0542293073237317	0	0	0	0	0.0351065067884136	0	0	0	0	0	0	0	0.0533709974807259	0	0	0	0.0225236272006542	0	0	0	0	0	0	0	0	0	0.0670904714936605	0	0	0	0.057016916951697	0	0	0.0167815788796764	0.0503367149175497	0	0.00945551616902544	0	0	0.0216976199421894	0	0	0	0	0	0	0	0	0	0.0805087171606143	0	0	0	0.0416714402225156	0	0	0	0	0.0252657675355866	0.114071010227338	0	0	0	0	0	0	0.0237790422449029	0	0	0	0.0183129202873907	0	0	0
